entryId,term,scope,beforeIssue,changedStages,conceptSpecificProcess,recognitionDelta,primaryBoundary,transferTestId,sourceStatus,editorialReviewStatus,remainingGap
bridge-loop,Loop,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,経路を追う → 戻り先を特定する → 一巡の条件を記す → 情報の帰還と区別する TALでは、映像や物語の回帰を記述し、自己参照的な適用や再解釈とは区別する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-cycle,Cycle,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,相を区分する → 巡る順序を追う → 一巡を同定する → 周期・変動・逸脱を調べる TALでは、各話の反復周期が同じでも、意味や機能が変化しているかを調べる。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-recursion,Recursion,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,規則を定める → 同じ規則を適用する下位問題を示す → 基底・停止条件を問う → 戻った結果を統合する TALでは、単なる再登場を再帰と呼ばず、何が何へ再適用されたかを示す。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-iteration,Iteration,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,手順を定める → 実行する → 次の実行条件を置く → 結果の差を比較する TALでは、分析の再実施・編集案の改訂と、作品内の同一モチーフの繰り返しを分ける。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-feedback-loop,Feedback Loop,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,結果を観測する → 情報を戻す → 動作・入力へ反映する → 閉じた影響の経路を調べる TALでは、制作や人物行為の修正に何の情報が戻るかを追い、閉じた経路だけでFeedbackとしない。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-improvement,Improvement,Second-pass formal connection retrofit,CTIで認識が変わったという証拠があっても、改善には別のCriterionが必要。数値の上昇や反応の強まりだけを良化としない。,None; existing five stages preserved,基準を明示する → 現状を記録する → 変更する → 同じ条件で比較し副作用も確認する TALでは、何がどのCriterionで改善したかを明示し、新しさや大きさを改善としない。,既存5段階を保持し、追加仕様により「CTIで認識が変わったという証拠があっても、改善には別のCriterionが必要。数値の上昇や反応の強まりだけを良化としない。」を判断する接続と転用問題を追加。,CTIで認識が変わったという証拠があっても、改善には別のCriterionが必要。数値の上昇や反応の強まりだけを良化としない。,bridge-improvement-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-change,Change,Second-pass formal connection retrofit,CTIの認識再構成と一般的な変化を分ける。情動や好みの変化だけで再構成を確定せず、変わったことを改善とも同一化しない。,None; existing five stages preserved,比較時点を置く → 同一性の基準を保つ → 差を記述する → 価値判断は別の条件で行う TALでは、Episode Deltaを記録するとき、変化そのものに良し悪しの符号を付けない。,既存5段階を保持し、追加仕様により「CTIの認識再構成と一般的な変化を分ける。情動や好みの変化だけで再構成を確定せず、変わったことを改善とも同一化しない。」を判断する接続と転用問題を追加。,CTIの認識再構成と一般的な変化を分ける。情動や好みの変化だけで再構成を確定せず、変わったことを改善とも同一化しない。,bridge-change-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-progress,Progress,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,目標・方向を明示する → 到達位置を比べる → 犠牲になる軸を問う → 方向の正当性も再検討する TALでは、何を進歩の方向とするかを明示し、個別指標の改善と混ぜない。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-optimization,Optimisation,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,目的・制約を定める → 候補を探索する → 指標で比較する → 妥当性・副作用・探索限界を確認する TALでは、視聴維持や処理速度の最適化を、Framework全体の高度化と同一視しない。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-development,Development,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,初期条件を読む → 構成・能力の形成を追う → 環境との相互作用を調べる → 評価は基準を添える TALでは、長期シリーズが展開したことと、構造が改善・高度化したことを分ける。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-refinement,Refinement,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,既存案を評価する → 粗さ・不整合を特定する → 細部を調整する → 全体への効果を確かめる TALでは、音や編集の精密化が、統合や認知的帰結まで変えたかを問う。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-criterion,Criterion,Second-pass formal connection retrofit,CTIの変化を良い変化と判断するには、何を良しとするかの軸が要る。PDFは名称・問いを示すが詳細アンカーや閾値は示さない。,None; existing five stages preserved,判断の問いを置く → 軸・条件を明示する → 観察可能な根拠に結ぶ → 基準の妥当性を問う TALでは、評価軸を提示してから作品を比較し、参照作品そのものを基準の定義にしない。,既存5段階を保持し、追加仕様により「CTIの変化を良い変化と判断するには、何を良しとするかの軸が要る。PDFは名称・問いを示すが詳細アンカーや閾値は示さない。」を判断する接続と転用問題を追加。,CTIの変化を良い変化と判断するには、何を良しとするかの軸が要る。PDFは名称・問いを示すが詳細アンカーや閾値は示さない。,bridge-criterion-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-standard,Standard,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,共同の必要を読む → 準拠条件を定める → 適用範囲を示す → 適合と基準自体の妥当性を分ける TALでは、Class閾値は正式仕様の確認が必要であり、この辞典で数値を新設しない。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-benchmark,Benchmark,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,比較目的を置く → 参照例・課題を選ぶ → 条件をそろえる → 適用範囲外の反例も試す TALでは、比較作品・場面の使用範囲を明示し、内部Calibrationメモを公開定義に混ぜない。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-analysis,Analysis,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,問いを置く → 単位・関係・過程を分ける → 仮説を比較する → 全体へ戻して説明力を確かめる TALでは、観察の列挙、意味解釈、価値判断を別々に記述し、相互に往復する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-synthesis,Synthesis,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,部分の知見を並べる → 関係を提案する → 全体の整合性を調べる → 再分析で接続を修正する TALでは、Element別分析を全体の意味構成へ統合し、単純な平均値で代用しない。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-evaluation,Evaluation,Second-pass formal connection retrofit,CTIが正式に存在することと採点可能な手順の取得は別。Coreの実現度、Potential、Outcomeを異なる評価対象として保つ。,None; existing five stages preserved,対象と目的を定める → 根拠を記述・分析する → 基準を適用する → 判断と不確実性を示す TALでは、構造の分析結果とClass判定の間に、Criterionと根拠を置く。,既存5段階を保持し、追加仕様により「CTIが正式に存在することと採点可能な手順の取得は別。Coreの実現度、Potential、Outcomeを異なる評価対象として保つ。」を判断する接続と転用問題を追加。,CTIが正式に存在することと採点可能な手順の取得は別。Coreの実現度、Potential、Outcomeを異なる評価対象として保つ。,bridge-evaluation-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-interpretation,Interpretation,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,表現・行為を観察する → 文脈を置く → 意味の候補を比べる → 反例で読みを修正する TALでは、一つの読みを作者の唯一の意図とせず、代替解釈を残す。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-explanation,Explanation,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,説明すべき問いを定める → 関連する根拠を選ぶ → 結び付きの筋道を示す → 代替説明と照合する TALでは、出来事の再述にとどまらず、意味形成や認知変化の理由を示す。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-description,Description,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,対象と位置を示す → 観察を残す → 記述条件を添える → 推論・評価と区別する TALでは、観察と解釈を分離し、後から反証・再文脈化できる記録を残す。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-technology,Technology,Second-pass formal connection retrofit,E9/E10は新技術の有無だけで高くならない。技術の体系と、認知の可能性や抽象化できる設計機構を分ける。,None; existing five stages preserved,達成する働きを問う → 知識と装置を追う → インフラと標準を調べる → 組織・制度・維持・配分を含める → 影響と失敗を検討する TALでは、制作環境の能力を、個別の技法や作品の高度化から区別する。,既存5段階を保持し、追加仕様により「E9/E10は新技術の有無だけで高くならない。技術の体系と、認知の可能性や抽象化できる設計機構を分ける。」を判断する接続と転用問題を追加。,E9/E10は新技術の有無だけで高くならない。技術の体系と、認知の可能性や抽象化できる設計機構を分ける。,bridge-technology-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-technique,Technique,Second-pass formal connection retrofit,E10で転用するのは手順の再現に限らず、どの条件で働くかを抽象化した設計関係。技能の実行と潜在力評価を分ける。,None; existing five stages preserved,行為を分ける → 手段と条件を知る → 練習して調整する → 別の条件で方法の限界を確かめる TALでは、編集や録音の技法が働く条件を記述し、巧さだけで高度化を判定しない。,既存5段階を保持し、追加仕様により「E10で転用するのは手順の再現に限らず、どの条件で働くかを抽象化した設計関係。技能の実行と潜在力評価を分ける。」を判断する接続と転用問題を追加。,E10で転用するのは手順の再現に限らず、どの条件で働くかを抽象化した設計関係。技能の実行と潜在力評価を分ける。,bridge-technique-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-audio-visual-semantics-index,Audio+Visual Semantics Index,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。正式区分もPDFへ同期。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：同じ場面の音響に含まれる位置・反復・質感と、映像の物・構図を別々に拾う → 各手がかりが何を意味するか文脈で確かめる → 両者が補強・矛盾・補完する関係を読む。意味を担うことと全体を統合することを分けてE7の観察を残す。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「音響と映像それぞれの意味作用、および両者の関係を扱うAlpha 6.0のElement 7。」。到達点では「音響・映像の具体的手がかりが文脈内で運ぶ意味を識別し、相互の関係を説明するL4のCore指標。全体の統合評価とは分けて使う。」として、共存は確認できるが、E7の意味関係やE8の統合を高いと確定できない。という誤用を区別できる。,共存は確認できるが、E7の意味関係やE8の統合を高いと確定できない。,tal02-audio-visual-semantics-index-transfer,"{""labelPlacementWeights"": ""Source-Confirmed Specification"", ""explanation"": ""Source-Derived Operational Explanation"", ""detailedMeasurement"": ""Unspecified in Supplied Source"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; detailed measurement specification absent
tal02-temporal-audiovisual-affordance-expansion-potential-index,Temporal Audiovisual Affordance Expansion Potential Index,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。正式区分もPDFへ同期。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：既存の読み方では取り出しにくい関係を特定 → 時間的な音・映像操作が新たに何を認知可能にするか仮説化 → 受け手の条件と未実現部分を分ける → 潜在的な拡張と実現済みの成果を別々に記録する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「時間的な映像・音響構成が、視聴者の認知可能域を拡張し得る潜在力を扱うAlpha 6.0のElement 9。」。到達点では「どの受け手にどんな新しい認知可能性を開き得るかを、未実現部分と条件を伴って検討する潜在力指標。Core実現度や観客の変容を代用しない。」として、技術の新しさは認知可能性でも統合実現度でもない。E9とE8には別の根拠が要る。という誤用を区別できる。,技術の新しさは認知可能性でも統合実現度でもない。E9とE8には別の根拠が要る。,tal02-temporal-audiovisual-affordance-expansion-potential-index-transfer,"{""labelPlacementWeights"": ""Source-Confirmed Specification"", ""explanation"": ""Source-Derived Operational Explanation"", ""detailedMeasurement"": ""Unspecified in Supplied Source"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; detailed measurement specification absent
tal02-transformer,Transformer,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：操作前に保たれている認識・意味の状態を記述 → 操作後に変わった区別や関係を特定 → 強さだけの変化を除く → どの表現が状態の組み替えに関わるかを確かめる。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「認識状態や意味状態を変換するTAL分析機能型。」。到達点では「認識の枠や意味関係が前後で組み替わる場合に、その変化を生む表現へ割り当てる分析機能。刺激の強まりだけでは割り当てない。」として、主にAmplifierの候補であり、認識状態の組み替えがなければTransformerとは言えない。という誤用を区別できる。,主にAmplifierの候補であり、認識状態の組み替えがなければTransformerとは言えない。,tal02-transformer-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-amplifier,Amplifier,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：すでに成立している意味・情動・顕著性を確かめる → 追加表現の前後で方向と強さを比べる → 新しい関係が生まれたかを別に問う → 増幅された対象を名指して記録する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「既存の意味・情動・顕著性を増幅するTAL分析機能型。」。到達点では「既存の読みや情動の方向を保ったまま、その強さ・注意の集まり方を増す働き。何が増えたかを指定して使い、変換・統合の証拠に代えない。」として、増幅だけでなくIntegratorも成立し得る。機能を無理に一つへ限定しない。という誤用を区別できる。,増幅だけでなくIntegratorも成立し得る。機能を無理に一つへ限定しない。,tal02-amplifier-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-integrator,Integrator,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：別々に提示された情報・視点・モダリティを列挙 → 結びつける手がかりを特定 → 単独では得られなかった関係を言語化 → 組合せを外した場合にその関係が残るかを考える。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「複数の情報・モダリティ・層を結びつけるTAL分析機能型。」。到達点では「複数の情報が相互参照できる関係を形成したときに割り当てる機能。どの情報が何の理解へ結ばれたかを示し、数や並存から推定しない。」として、多さは統合の証拠ではない。情報間の関係を示す必要がある。という誤用を区別できる。,多さは統合の証拠ではない。情報間の関係を示す必要がある。,tal02-integrator-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-constraint-tal-analytical-function,Constraint (TAL Analytical Function),Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：選択可能だった行為・解釈を挙げる → ある条件により閉じる選択と残る選択を区別 → 残る範囲が意味をどう形づくるか読む → 障害の有無と分析上の限定機能を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「対象が可能性空間や解釈空間を限定・形成する役割を担う場合のTAL分析機能型。」。到達点では「選択や解釈の範囲を閉じるだけでなく、残る可能性を構成する働きとして割り当てる機能。良い制約・悪い障害という価値判断とは切り離す。」として、制作上の障害は確認できるが、作品内の解釈を形成する機能とはまだ言えない。という誤用を区別できる。,制作上の障害は確認できるが、作品内の解釈を形成する機能とはまだ言えない。,tal02-constraint-tal-analytical-function-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-re-contextualiser,Re-contextualiser,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：先行場面の初期の読みを保持 → 後続情報が追加する条件を特定 → 先行情報そのものと新しい読みを分ける → どの関係が再配置されたか記録する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「後続情報によって、以前の場面・Node・Conceptの意味を再配置するTAL分析機能型。」。到達点では「後の情報に照らして前の場面の意味位置を変える機能。単なる回想・再掲と区別し、初見中か再視聴時かも指定して使う。」として、再掲だけでは再文脈化は示されない。先行の意味が変わったかを問う。という誤用を区別できる。,再掲だけでは再文脈化は示されない。先行の意味が変わったかを問う。,tal02-re-contextualiser-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-layer-reach,Layer Reach,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：起点の表現を特定 → 世界・情報の理解、理解の過程、共感・情動、意味のどこに変化が届くかを別々に調べる → 各作用先への根拠を分ける → 届いた層の集合として記録する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「どのTAL Layerに働きが届くかを表す運用パラメータ。」。到達点では「ひとつの操作がCore四層のどこに作用したかを根拠付きの集合として記録する範囲。非連続な到達を認め、到達数を強さやScoreに変換しない。」として、到達先の数と作用の強さ・統合・持続は別であり、高寄与は確定できない。という誤用を区別できる。,到達先の数と作用の強さ・統合・持続は別であり、高寄与は確定できない。,tal02-layer-reach-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-path,Path,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：対象Nodeの働きを一つの時点で捉える → 活性化と統合のどちらへ傾くかを比較 → 知識・認識と経験のどちらを主に形成するかを別に比較 → 二つの位置と根拠を保存する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「Activation–IntegrationとEpistemic–Experientialの二方向で、分析上の位置や傾向を表す。」。到達点では「二つの分析軸に沿う位置を、比較条件と根拠を伴って記録する運用パラメータ。座標は認知の統計測定でも品質点でもない。」として、位置の判断と機能の証拠は別であり、相互作用を示す必要がある。という誤用を区別できる。,位置の判断と機能の証拠は別であり、相互作用を示す必要がある。,tal02-path-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-sophistication-contribution,Sophistication Contribution,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：概念が登場する事実を確認 → その働きの強さと他要素との結合を調べる → 時間を通じて意味・認知の差が持続するかを追う → 作用先と寄与を別記する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「概念の存在と、作品の高度化へ実際に寄与することを区別する検討項目。」。到達点では「概念の存在を超えて、統合された働きが作品の認知・意味形成に何を加えたかを検討する項目。多さ・強さ・潜在力の単独指標で代用しない。」として、到達数だけで順位を決められない。統合・持続・意味の差を比較する。という誤用を区別できる。,到達数だけで順位を決められない。統合・持続・意味の差を比較する。,tal02-sophistication-contribution-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-second-pass-annotation,Second-Pass Annotation,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：既存の詳細分析と評価範囲を読む → 再採点せず付け足す属性を指定 → Concept・Function・Reach・Path・Contributionを証拠へ結ぶ → 元分析と追加解釈を別の記録として残す。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「既存のAlpha詳細分析へ、Version 2の機能・到達層・位置・寄与を追加記録する方法。」。到達点では「既存分析を保持したまま不足する役割・位置・作用先を追加する方法。評価改訂が必要な場合は、追記と再分析の境界を示して扱う。」として、追記の範囲を越えている。評価改訂として根拠と手順を明示する必要がある。という誤用を区別できる。,追記の範囲を越えている。評価改訂として根拠と手順を明示する必要がある。,tal02-second-pass-annotation-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-node-identity-tracking,Node Identity Tracking,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：追跡するNodeの同一性条件を記述 → 別の話で同名の対象がその条件を満たすか確認 → Function・Reach・Pathの差を同一性と別に記録 → 継続・変形・別Nodeの判断を保留可能にする。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「場面・各話・シリーズを越えて、分析Nodeの同一性と変形を追う方法。」。到達点では「名前でなく成立条件と関係に基づいてNodeの連続性を管理する方法。機能の変化を別概念化せず、同一性が不明な場合も不明として残す。」として、同じ語だけで同一Nodeとしない。適用条件と関係の共通性が必要。という誤用を区別できる。,同じ語だけで同一Nodeとしない。適用条件と関係の共通性が必要。,tal02-node-identity-tracking-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-episode-delta,Episode Delta,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：同じNodeと比較範囲をそろえる → 前話と次話の強さ・機能・到達層・位置・意味を並べる → 維持・追加・消失した属性を区別 → 変化の根拠を場面へ結ぶ。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「Episode nからn+1への、概念の強さ・機能・到達層・位置・意味の変化を記録する項目。」。到達点では「追跡対象の属性が各話間でどう変わったかを残す差分。差が大きいことを良い変化とせず、同一性と比較条件をそろえて使う。」として、時間の増加は差分であり、改善かは別の基準と働きの根拠が必要。という誤用を区別できる。,時間の増加は差分であり、改善かは別の基準と働きの根拠が必要。,tal02-episode-delta-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
