entryId,action,beforeTerm,afterTerm,changedFields,before,after,reason,source,confirmedOn,claimScope,history,audio
tal02-audio-propositional-completeness,Priority 44 completion,Audio Propositional Completeness,Audio Propositional Completeness,primer / process / integration / formation / publicDefinition / provenance / operationalUse / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Audio Propositional Completeness"", ""jp"": ""音響による命題的内容の充足性"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""音響だけでどの命題的内容が成立するかを検討する候補。"", ""primer"": ""音声言語で内容が分かることと、音響だけで作品全体の意味が保たれることを分ける。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""音響だけでどの命題的内容が成立するかを検討する候補。"", ""publicDefinition"": ""音響だけでどの命題的内容が成立するかを検討する候補。""}","{""term"": ""Audio Propositional Completeness"", ""jp"": ""音響による命題的内容の充足性"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""音響だけでどの命題的内容が成立するかを検討する候補。"", ""primer"": ""Illustrative Example：台詞と環境音だけで誰がどこへ移動したか分かる。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：音だけで明示できる出来事・関係を列挙 → 映像なしでは定まらない命題を探す → 命題の不足と経験の不足を分ける → 範囲付きの充足判断を記録する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""命題が音で足りることと、映像が無用なことは違う。Audio+Visual Semanticsは非命題的な質感も扱い得る。語りの量ではなく指定した理解対象に対する充足を問う候補。"", ""formation"": ""指定された出来事や関係を音だけから再構成できるかを検討する観点。経験・情動・視覚的な意味の完結まで主張しない。"", ""publicDefinition"": ""指定された出来事や関係を音だけから再構成できるかを検討する観点。経験・情動・視覚的な意味の完結まで主張しない。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
tal02-asymmetric-audiovisual-integration,Priority 44 completion,Asymmetric Audiovisual Integration,Asymmetric Audiovisual Integration,primer / process / integration / formation / publicDefinition / provenance / operationalUse / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Asymmetric Audiovisual Integration"", ""jp"": ""非対称な視聴覚統合"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""音響と映像が異なる重み・役割で統合に寄与するという候補概念。"", ""primer"": ""寄与が対称でない場合にも、統合が成立する条件を探る。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""音響と映像が異なる重み・役割で統合に寄与するという候補概念。"", ""publicDefinition"": ""音響と映像が異なる重み・役割で統合に寄与するという候補概念。""}","{""term"": ""Asymmetric Audiovisual Integration"", ""jp"": ""非対称な視聴覚統合"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""音響と映像が異なる重み・役割で統合に寄与するという候補概念。"", ""primer"": ""Illustrative Example：人物の無表情は音声の震えを聞くと恐怖として読めるが、言葉の内容は映像なしでも分かる。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：音と映像が運ぶ情報を分ける → 片方が他方の読みを成立させる箇所を特定 → 逆方向でも同じ依存があるか調べる → 非対称な依存を共存と区別する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""非対称とは量の差ではなく寄与・依存の関係差を指す候補説明。両方向の因果が実証されたという意味ではなく、E8の正式Rubricでもない。"", ""formation"": ""音と映像の結合で、双方の寄与や依存が同じではない関係を記述する候補。音が長い・映像が派手という量だけでは判断しない。"", ""publicDefinition"": ""音と映像の結合で、双方の寄与や依存が同じではない関係を記述する候補。音が長い・映像が派手という量だけでは判断しない。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
tal02-cross-modal-semantic-convergence,Priority 44 completion,Cross-Modal Semantic Convergence,Cross-Modal Semantic Convergence,primer / process / integration / formation / publicDefinition / provenance / operationalUse / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Cross-Modal Semantic Convergence"", ""jp"": ""モダリティ間の意味収束"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""異なるモダリティから抽出される意味が共通の読みへ近づく関係を検討する候補。"", ""primer"": ""重複情報と、異なる情報から共通の意味へ至る働きを分ける。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""異なるモダリティから抽出される意味が共通の読みへ近づく関係を検討する候補。"", ""publicDefinition"": ""異なるモダリティから抽出される意味が共通の読みへ近づく関係を検討する候補。""}","{""term"": ""Cross-Modal Semantic Convergence"", ""jp"": ""モダリティ間の意味収束"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""異なるモダリティから抽出される意味が共通の読みへ近づく関係を検討する候補。"", ""primer"": ""Illustrative Example：乾いた足音と荒れた地面が、ともに場所の荒廃を示唆する。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：各モダリティが示す意味候補を別々に挙げる → 共通する読みを探す → 矛盾・余剰も残す → 一致が反復なのか相互の絞り込みなのか比較する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""収束は同じ音や色を使うことではなく、異なる経路から同じ意味方向へ近づく候補記述。統合には収束以外に矛盾や補完もあり、収束をE8全体としない。"", ""formation"": ""異なる感覚経路の手がかりが特定の意味方向へ集まる関係。すべての差を消す一致ではなく、残る不一致を含めて説明する。"", ""publicDefinition"": ""異なる感覚経路の手がかりが特定の意味方向へ集まる関係。すべての差を消す一致ではなく、残る不一致を含めて説明する。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
tal02-transformative-cognitive-consequence,Priority 44 completion,Transformative Cognitive Consequence,Transformative Cognitive Consequence,primer / process / integration / formation / publicDefinition / relations / provenance / aliases / operationalUse / conceptBoundary / primaryContrasts / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Transformative Cognitive Consequence"", ""jp"": ""変容を伴う認知的帰結"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""作品経験後に認識の枠組みが変化する帰結を検討するTCC候補。"", ""primer"": ""潜在力と実際の帰結を区別し、観測方法と時間範囲を今後定める。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""作品経験後に認識の枠組みが変化する帰結を検討するTCC候補。"", ""publicDefinition"": ""作品経験後に認識の枠組みが変化する帰結を検討するTCC候補。""}","{""term"": ""Transformative Cognitive Consequence"", ""jp"": ""変容を伴う認知的帰結"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""作品経験後に認識の枠組みが変化する帰結を検討するTCC候補。"", ""primer"": ""Illustrative Example：作品後に他者の発言を読む区別が増えたという報告がある。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：鑑賞直後の反応と後に残る区別を分ける → 何の認識・読み方が変わったという仮説か指定 → ACC・CR・AAEのどの候補経路で説明するか検討 → 他の経路や反例を残す。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""TCCは研究候補で、正式Outcome CTIの別名ではない。ACC・CR・AAEは探索用の候補経路であり、三項の和・必須段階・網羅的分類ではない。説明が精密でもCanonicalにはならない。 射程は視聴者・Audiovisual Language・制作可能性への持続的差分という検討方向を含み、観客向けCTIの範囲へ自動縮約しない。"", ""formation"": ""作品経験が観客・Audiovisual Language・制作可能性にもたらす持続的差分を検討する研究候補。認識上の帰結と候補経路を分け、観客向けの正式CTIや実証済み効果へ自動的に縮約・昇格させない。"", ""publicDefinition"": ""作品経験が観客・Audiovisual Language・制作可能性にもたらす持続的差分を検討する研究候補。認識上の帰結と候補経路を分け、観客向けの正式CTIや実証済み効果へ自動的に縮約・昇格させない。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
tal02-audience-cognitive-cultivation,Priority 44 completion,Audience Cognitive Cultivation,Audience Cognitive Cultivation,primer / process / integration / formation / publicDefinition / relations / provenance / aliases / operationalUse / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Audience Cognitive Cultivation"", ""jp"": ""視聴者の認知的涵養"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""継続的な作品経験が認知の働きを育てる可能性を検討するACC候補。"", ""primer"": ""単回の感動と継続的な認知変化を区別する。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""継続的な作品経験が認知の働きを育てる可能性を検討するACC候補。"", ""publicDefinition"": ""継続的な作品経験が認知の働きを育てる可能性を検討するACC候補。""}","{""term"": ""Audience Cognitive Cultivation"", ""jp"": ""視聴者の認知的涵養"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""継続的な作品経験が認知の働きを育てる可能性を検討するACC候補。"", ""primer"": ""Illustrative Example：最初は見逃した視点の違いを、後の場面で自分から説明できた。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：受け手が最初に使える区別を記録 → 経験を通じて増える読み方・注意の向け方を特定 → 別場面で使えるか確かめる → 一時的な情報取得と持続する育成を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""TCCの候補経路。CTIの公式下位指標でも、E9の媒体側の潜在力でもない。知識を多く伝えることと、受け手が新たな区別を使えることは違う。"", ""formation"": ""受け手の認知的な読み方が経験を通して育つという仮説を扱う候補経路。情報量で代用せず、別場面での使用と継続の証拠を求める。"", ""publicDefinition"": ""受け手の認知的な読み方が経験を通して育つという仮説を扱う候補経路。情報量で代用せず、別場面での使用と継続の証拠を求める。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
tal02-cognitive-recalibration,Priority 44 completion,Cognitive Recalibration,Cognitive Recalibration,primer / process / integration / formation / publicDefinition / relations / provenance / aliases / operationalUse / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Cognitive Recalibration"", ""jp"": ""認知の再校正"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""既存の判断枠や見積もりを調整するCR候補。"", ""primer"": ""一時的な情報追加と、見方の校正を区別する。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""既存の判断枠や見積もりを調整するCR候補。"", ""publicDefinition"": ""既存の判断枠や見積もりを調整するCR候補。""}","{""term"": ""Cognitive Recalibration"", ""jp"": ""認知の再校正"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""既存の判断枠や見積もりを調整するCR候補。"", ""primer"": ""Illustrative Example：人物を善悪だけで見ていた人が、責任と制約を分けて判断するようになった。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：受け手の判断基準や重みづけを特定 → 新しい経験がどの基準を揺らしたか記録 → 同じ対象への判断がどう変わるか比較 → 正しさの向上と単なる基準変更を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""TCCの候補経路で、図上の位置を合わせるCoordinate Calibrationとは異なる。ChangeはImprovementを含意せず、CTIの公式構成要素とも確定していない。"", ""formation"": ""認識の基準・重みづけが調整されるという仮説を扱う候補。前後の判断条件を示し、調整したことだけで改善や正解とみなさない。"", ""publicDefinition"": ""認識の基準・重みづけが調整されるという仮説を扱う候補。前後の判断条件を示し、調整したことだけで改善や正解とみなさない。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
tal02-audiovisual-affordance-expansion,Priority 44 completion,Audiovisual Affordance Expansion,Audiovisual Affordance Expansion,primer / process / integration / formation / publicDefinition / relations / provenance / aliases / operationalUse / conceptBoundary / primaryContrasts / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Audiovisual Affordance Expansion"", ""jp"": ""視聴覚的アフォーダンス拡張"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""視聴覚的構成が認知・解釈の可能性を開くAAE候補。"", ""primer"": ""現行E9の正式名称と同一化せず、帰結や生成機構の候補として検討する。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""視聴覚的構成が認知・解釈の可能性を開くAAE候補。"", ""publicDefinition"": ""視聴覚的構成が認知・解釈の可能性を開くAAE候補。""}","{""term"": ""Audiovisual Affordance Expansion"", ""jp"": ""視聴覚的アフォーダンス拡張"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""視聴覚的構成が認知・解釈の可能性を開くAAE候補。"", ""primer"": ""Illustrative Example：新しい音の配列で、映像上は離れた人物の時間関係を追える可能性が見えた。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：従来の音映像の読みで難しかった関係を挙げる → 新しい構成が開く操作・知覚を説明 → 受け手と場面の条件を明記 → 潜在的な開放と利用された事実を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""TCCの候補経路であり、Layer +1の正式E9と同一ではない。対象領域は重なるが、候補モデル上の経路と正式Potential Indexという役割差を保つ。"", ""formation"": ""音映像によって可能になる読みの範囲が広がるという候補経路。E9へ自動改名せず、誰に何が可能になるかと実際の利用を別々に述べる。"", ""publicDefinition"": ""音映像によって可能になる読みの範囲が広がるという候補経路。E9へ自動改名せず、誰に何が可能になるかと実際の利用を別々に述べる。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
tal02-temporal-sustainability-architecture,Priority 44 completion,Temporal Sustainability Architecture,Temporal Sustainability Architecture,primer / process / integration / formation / publicDefinition / provenance / operationalUse / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Temporal Sustainability Architecture"", ""jp"": ""時間的持続の構成"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""意味・認知上の働きが長い時間範囲で保たれる構成を検討する候補。"", ""primer"": ""単に続くことと、統合された働きが維持されることを分ける。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""意味・認知上の働きが長い時間範囲で保たれる構成を検討する候補。"", ""publicDefinition"": ""意味・認知上の働きが長い時間範囲で保たれる構成を検討する候補。""}","{""term"": ""Temporal Sustainability Architecture"", ""jp"": ""時間的持続の構成"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""意味・認知上の働きが長い時間範囲で保たれる構成を検討する候補。"", ""primer"": ""Illustrative Example：終盤の情報により初期の場面を繰り返し読み直せる。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：短期の効果を記録 → 時間や再接触で維持・変化する関係を追う → 持続を支える反復・未解決性・構成を仮説化 → 単に長い作品や人気が続くことと区別する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""時間的な持続を生む構成の研究候補。Temporal Durabilityは持続性を問う観点で、Architectureはそれを支える組織を問う。CTIの観客変容とは同じ測定対象ではない。"", ""formation"": ""時間を隔てても意味・経験の働きが続く仕組みを検討する構成仮説。継続期間や視聴回数を構成の証拠へ置き換えない。"", ""publicDefinition"": ""時間を隔てても意味・経験の働きが続く仕組みを検討する構成仮説。継続期間や視聴回数を構成の証拠へ置き換えない。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
tal02-temporal-node-hysteresis,Priority 44 completion,Temporal Node Hysteresis,Temporal Node Hysteresis,primer / process / integration / formation / publicDefinition / provenance / operationalUse / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Temporal Node Hysteresis"", ""jp"": ""分析Nodeの時間的履歴依存"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""Nodeの現在の意味が、そこへ至る認識履歴に依存するという候補。"", ""primer"": ""同じ場面を異なる視聴順で読む場合など、履歴と現在状態を区別する。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""Nodeの現在の意味が、そこへ至る認識履歴に依存するという候補。"", ""publicDefinition"": ""Nodeの現在の意味が、そこへ至る認識履歴に依存するという候補。""}","{""term"": ""Temporal Node Hysteresis"", ""jp"": ""分析Nodeの時間的履歴依存"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""Nodeの現在の意味が、そこへ至る認識履歴に依存するという候補。"", ""primer"": ""Illustrative Example：同じ挨拶が裏切りを知る前後で異なる響きをもつ。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：Nodeの過去の状態を記録 → 同じ現在情報でも履歴が違えば読みが違うか比較 → 残存する影響を特定 → 単なる時間差や記憶量の差と区別する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""履歴依存を表す研究候補で、物理的ヒステリシスの測定則を輸入しない。Episode Deltaは前後差、ここでは現在の読みが経路に依存するかを問う。"", ""formation"": ""過去の経験経路が現在のNodeの読みへ残るという候補。現在情報の同一性と履歴差を示し、差があるだけで不可逆性を主張しない。"", ""publicDefinition"": ""過去の経験経路が現在のNodeの読みへ残るという候補。現在情報の同一性と履歴差を示し、差があるだけで不可逆性を主張しない。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
tal02-temporal-integration-burst,Priority 44 completion,Temporal Integration Burst,Temporal Integration Burst,primer / process / integration / formation / publicDefinition / provenance / operationalUse / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Temporal Integration Burst"", ""jp"": ""時間的統合の集中発生"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""蓄積した情報がある時点で集中的に結びつくという候補。"", ""primer"": ""単なる強い演出と、複数の意味関係の統合を区別する。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""蓄積した情報がある時点で集中的に結びつくという候補。"", ""publicDefinition"": ""蓄積した情報がある時点で集中的に結びつくという候補。""}","{""term"": ""Temporal Integration Burst"", ""jp"": ""時間的統合の集中発生"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""蓄積した情報がある時点で集中的に結びつくという候補。"", ""primer"": ""Illustrative Example：一つの名前の開示で三つの別事件の関係が分かる。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：断片が未接続な期間を特定 → ある時点で結ばれる関係を列挙 → その前後の理解差を比較 → 驚きの強さと関係形成の集中を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""統合が時間的に集中するという研究候補。Integratorは機能、Burstは発生パターン。大音量や急展開だけでは統合が起きたと認めない。"", ""formation"": ""分散していた情報関係が特定の時点に集中して結ばれる候補パターン。衝撃ではなく何と何が結びついたかを示す。"", ""publicDefinition"": ""分散していた情報関係が特定の時点に集中して結ばれる候補パターン。衝撃ではなく何と何が結びついたかを示す。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
tal02-semantic-openness,Priority 44 completion,Semantic Openness,Semantic Openness,primer / process / integration / formation / publicDefinition / provenance / operationalUse / productionImplication / revision / frameworkEvolution / researchFrontier / boundarySummary / completionScope / contentRevision / claimEvidence / checks / recognitionDelta / etymologicalGenesis / editorialReviewStatus,"{""term"": ""Semantic Openness"", ""jp"": ""意味の開放性"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""複数の根拠ある解釈の可能性を残す構成を検討する候補。"", ""primer"": ""曖昧さや情報不足と、検討可能な複数解釈を区別する。"", ""process"": ""観察単位を定める → この概念の働きを記述する → 近接概念との境界を確かめる → 支持・反対証拠を照合する。"", ""integration"": ""Research Frontier。Alpha 6.0 Core / Score Elementへの採用を意味しない。 概念の同一性と、特定作品で担う分析上の役割を分けて記録する。"", ""formation"": ""複数の根拠ある解釈の可能性を残す構成を検討する候補。"", ""publicDefinition"": ""複数の根拠ある解釈の可能性を残す構成を検討する候補。""}","{""term"": ""Semantic Openness"", ""jp"": ""意味の開放性"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""複数の根拠ある解釈の可能性を残す構成を検討する候補。"", ""primer"": ""Illustrative Example：結末の行動は犠牲とも逃避とも読め、それぞれ別の場面が支える。 この場合に何を区別でき、何はまだ言えないかを考える。"", ""process"": ""Operational Recognition Route：成立する読みを複数挙げる → 各読みを支える手がかりと否定する条件を示す → 共通する制約を探す → 説明不足による不明と根拠のある開放性を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。"", ""integration"": ""複数の読みを許すという候補観点。何でも許すことではなく、Semantic Integrationと両立し得る。Fantastic Residualは合理化後に残る余剰を特に扱う。"", ""formation"": ""手がかりに拘束されつつ複数の意味が残る状態を検討する観点。判定不能を美点へ変えず、各解釈の成立条件を残す。"", ""publicDefinition"": ""手がかりに拘束されつつ複数の意味が残る状態を検討する観点。判定不能を美点へ変えず、各解釈の成立条件を残す。""}",共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
